"","chr","hg38.start","hg38.end","hg19.coord","score","strand","hg38.coord","hg38.id","DS.gok","DS.liu","DS.sy5y","DS.esc","DS.org","nDS","DB.atlas","DB.pedia","DB.base","DB.fun","nDB", "reason.excluded"
"99","chr1",86715724,86735179,"chr1_87181407_87200862_-",0,"-","chr1_86715724_86735179_-","chr1_86715724_86735179_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"100","chr1",88528836,88570859,"chr1_88994519_89036542_-",0,"-","chr1_88528836_88570859_-","chr1_88528836_88570859_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"101","chr1",88740988,88786213,"chr1_89206671_89251896_-",0,"-","chr1_88740988_88786213_-","chr1_88740988_88786213_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"102","chr1",88770352,88786213,"chr1_89236035_89251896_-",0,"-","chr1_88770352_88786213_-","chr1_88770352_88786213_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"103","chr1",89549915,89584789,"chr1_90015474_90050348_-",0,"-","chr1_89549915_89584789_-","chr1_89549915_89584789_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: RP5-1007M22.2"
"104","chr1",89568247,89584789,"chr1_90033806_90050348_-",0,"-","chr1_89568247_89584789_-","chr1_89568247_89584789_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: RP5-1007M22.2"
"105","chr1",90378042,90401127,"chr1_90843599_90866684_-",0,"-","chr1_90378042_90401127_-","chr1_90378042_90401127_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"106","chr1",90395445,90401127,"chr1_90861002_90866684_-",0,"-","chr1_90395445_90401127_-","chr1_90395445_90401127_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"107","chr1",90916640,90982370,"chr1_91382197_91447927_+",0,"+","chr1_90916640_90982370_+","chr1_90916640_90982370_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"108","chr1",90937485,90941309,"chr1_91403042_91406866_+",0,"+","chr1_90937485_90941309_+","chr1_90937485_90941309_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"109","chr1",91343430,91353299,"chr1_91808987_91818856_+",0,"+","chr1_91343430_91353299_+","chr1_91343430_91353299_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"110","chr1",91387384,91387478,"chr1_91852941_91853035_+",0,"+","chr1_91387384_91387478_+","chr1_91387384_91387478_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"111","chr1",92320599,92345914,"chr1_92786156_92811471_-",0,"-","chr1_92320599_92345914_-","chr1_92320599_92345914_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"112","chr1",92732510,92736627,"chr1_93198067_93202184_+",0,"+","chr1_92732510_92736627_+","chr1_92732510_92736627_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: RP11-330C7.3"
"113","chr1",93221609,93264901,"chr1_93687166_93730458_-",0,"-","chr1_93221609_93264901_-","chr1_93221609_93264901_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: RP4-717I23.3"
"114","chr1",93544107,93549426,"chr1_94009664_94014983_-",0,"-","chr1_93544107_93549426_-","chr1_93544107_93549426_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"115","chr1",96751425,96777946,"chr1_97216981_97243502_-",0,"-","chr1_96751425_96777946_-","chr1_96751425_96777946_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"116","chr1",98194014,98194114,"chr1_98659570_98659670_+",0,"+","chr1_98194014_98194114_+","chr1_98194014_98194114_","FALSE","FALSE","TRUE","FALSE","FALSE",1,"FALSE","FALSE","TRUE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: TCONS_l2_00000436"
"117","chr1",102934449,103018859,"chr1_103400005_103484415_+",0,"+","chr1_102934449_103018859_+","chr1_102934449_103018859_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"118","chr1",103021707,103031244,"chr1_103487263_103496800_+",0,"+","chr1_103021707_103031244_+","chr1_103021707_103031244_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"119","chr1",103527695,103553317,"chr1_104070317_104095939_-",0,"-","chr1_103527695_103553317_-","chr1_103527695_103553317_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"120","chr1",103565435,103621893,"chr1_104108057_104164515_+",0,"+","chr1_103565435_103621893_+","chr1_103565435_103621893_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"121","chr1",103565435,103716018,"chr1_104108057_104258640_+",0,"+","chr1_103565435_103716018_+","chr1_103565435_103716018_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"122","chr1",107324282,107324922,"chr1_107866904_107867544_-",0,"-","chr1_107324282_107324922_-","chr1_107324282_107324922_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"123","chr1",108148279,108161293,"chr1_108690901_108703915_+",0,"+","chr1_108148279_108161293_+","chr1_108148279_108161293_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"124","chr1",108699274,108699570,"chr1_109241896_109242192_-",0,"-","chr1_108699274_108699570_-","chr1_108699274_108699570_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"125","chr1",108699467,108699688,"chr1_109242089_109242310_-",0,"-","chr1_108699467_108699688_-","chr1_108699467_108699688_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"126","chr1",108699479,108699700,"chr1_109242101_109242322_-",0,"-","chr1_108699479_108699700_-","chr1_108699479_108699700_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"127","chr1",108699571,108699655,"chr1_109242193_109242277_-",0,"-","chr1_108699571_108699655_-","chr1_108699571_108699655_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"128","chr1",108995580,109011718,"chr1_109538202_109554340_+",0,"+","chr1_108995580_109011718_+","chr1_108995580_109011718_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"129","chr1",109002224,109011718,"chr1_109544846_109554340_+",0,"+","chr1_109002224_109011718_+","chr1_109002224_109011718_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"130","chr1",110055486,110055609,"chr1_110598108_110598231_+",0,"+","chr1_110055486_110055609_+","chr1_110055486_110055609_","FALSE","FALSE","TRUE","FALSE","FALSE",1,"FALSE","FALSE","TRUE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: RP4-773N10.5"
"131","chr1",110949851,110952815,"chr1_111492473_111495437_+",0,"+","chr1_110949851_110952815_+","chr1_110949851_110952815_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: RP11-96K19.2"
"132","chr1",111147642,111161296,"chr1_111690264_111703918_-",0,"-","chr1_111147642_111161296_-","chr1_111147642_111161296_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"133","chr1",112555868,112616895,"chr1_113098490_113159517_+",0,"+","chr1_112555868_112616895_+","chr1_112555868_112616895_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"134","chr1",112576986,112598086,"chr1_113119608_113140708_+",0,"+","chr1_112576986_112598086_+","chr1_112576986_112598086_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"135","chr1",112576986,112600848,"chr1_113119608_113143470_+",0,"+","chr1_112576986_112600848_+","chr1_112576986_112600848_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"136","chr1",117402186,117414831,"chr1_117944808_117957453_-",0,"-","chr1_117402186_117414831_-","chr1_117402186_117414831_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"137","chr1",117402186,117442325,"chr1_117944808_117984947_-",0,"-","chr1_117402186_117442325_-","chr1_117402186_117442325_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"138","chr1",117402186,117466427,"chr1_117944808_118009049_-",0,"-","chr1_117402186_117466427_-","chr1_117402186_117466427_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"139","chr1",117911994,117918736,"chr1_118454616_118461358_+",0,"+","chr1_117911994_117918736_+","chr1_117911994_117918736_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"140","chr1",119459133,119463067,"chr1_120001756_120005690_-",0,"-","chr1_119459133_119463067_-","chr1_119459133_119463067_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"141","chr1",119525856,119527992,"chr1_120068479_120070615_-",0,"-","chr1_119525856_119527992_-","chr1_119525856_119527992_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"142","chr1",119587321,119588517,"chr1_120129944_120131140_-",0,"-","chr1_119587321_119588517_-","chr1_119587321_119588517_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"143","chr1",143745217,143760658,"chr1_149239868_149255307_+",0,"+","chr1_143745217_143760658_+","chr1_143745217_143760658_","TRUE","TRUE","FALSE","FALSE","TRUE",3,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"144","chr1",147648246,147659775,"chr1_147120048_147131890_+",0,"+","chr1_147648246_147659775_+","chr1_147648246_147659775_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"145","chr1",148227988,148228657,"chr1_147700260_147700929_+",0,"+","chr1_148227988_148228657_+","chr1_148227988_148228657_","TRUE","FALSE","FALSE","FALSE","FALSE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"146","chr1",148271834,148275374,"chr1_147743964_147747505_-",0,"-","chr1_148271834_148275374_-","chr1_148271834_148275374_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"147","chr1",148333214,148335919,"chr1_147805339_147808043_-",0,"-","chr1_148333214_148335919_-","chr1_148333214_148335919_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","TRUE","TRUE","FALSE",3,"ERROR: no Ensembl ID found for gene symbol/alias: "
"148","chr1",148333214,148335919,"chr1_147805339_147808043_+",0,"+","chr1_148333214_148335919_+","chr1_148333214_148335919_","TRUE","FALSE","FALSE","FALSE","FALSE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: RP11-495P10.3"
"149","chr1",149959684,149964349,"chr1_149931603_149936274_-",0,"-","chr1_149959684_149964349_-","chr1_149959684_149964349_","TRUE","TRUE","TRUE","FALSE","FALSE",3,"TRUE","TRUE","FALSE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"150","chr1",149964222,149965878,"chr1_149936147_149937803_-",0,"-","chr1_149964222_149965878_-","chr1_149964222_149965878_","TRUE","TRUE","FALSE","TRUE","FALSE",3,"TRUE","TRUE","TRUE","FALSE",3,"ERROR: no Ensembl ID found for gene symbol/alias: "
"151","chr1",150226608,150229237,"chr1_150198940_150201570_+",0,"+","chr1_150226608_150229237_+","chr1_150226608_150229237_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"152","chr1",150444251,150460317,"chr1_150416727_150432793_-",0,"-","chr1_150444251_150460317_-","chr1_150444251_150460317_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"153","chr1",151024611,151028944,"chr1_150997087_151001420_-",0,"-","chr1_151024611_151028944_-","chr1_151024611_151028944_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"154","chr1",151093192,151118139,"chr1_151065668_151090615_-",0,"-","chr1_151093192_151118139_-","chr1_151093192_151118139_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: RP11-68I18.2"
"155","chr1",151224245,151236763,"chr1_151196721_151209239_-",0,"-","chr1_151224245_151236763_-","chr1_151224245_151236763_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"156","chr1",151224248,151236763,"chr1_151196724_151209239_-",0,"-","chr1_151224248_151236763_-","chr1_151224248_151236763_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"157","chr1",151231671,151232703,"chr1_151204147_151205179_-",0,"-","chr1_151231671_151232703_-","chr1_151231671_151232703_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"158","chr1",153816273,153818171,"chr1_153788749_153790647_+",0,"+","chr1_153816273_153818171_+","chr1_153816273_153818171_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"159","chr1",154225084,154246375,"chr1_154197560_154218851_-",0,"-","chr1_154225084_154246375_-","chr1_154225084_154246375_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"160","chr1",155354473,155357749,"chr1_155324264_155327540_+",0,"+","chr1_155354473_155357749_+","chr1_155354473_155357749_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"161","chr1",155670320,155784089,"chr1_155640111_155753880_-",0,"-","chr1_155670320_155784089_-","chr1_155670320_155784089_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"162","chr1",155675010,155784089,"chr1_155644801_155753880_-",0,"-","chr1_155675010_155784089_-","chr1_155675010_155784089_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"163","chr1",155676548,155784089,"chr1_155646339_155753880_-",0,"-","chr1_155676548_155784089_-","chr1_155676548_155784089_","FALSE","TRUE","FALSE","FALSE","FALSE",1,"TRUE","FALSE","FALSE","FALSE",1,"ERROR: no Ensembl ID found for gene symbol/alias: "
"164","chr1",155709773,155729366,"chr1_155679564_155699157_-",0,"-","chr1_155709773_155729366_-","chr1_155709773_155729366_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: RP11-243J18.2"
"165","chr1",155725382,155726019,"chr1_155695173_155695810_-",0,"-","chr1_155725382_155726019_-","chr1_155725382_155726019_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"166","chr1",155921375,155921918,"chr1_155891166_155891709_+",0,"+","chr1_155921375_155921918_+","chr1_155921375_155921918_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"167","chr1",155921375,155923687,"chr1_155891166_155893478_+",0,"+","chr1_155921375_155923687_+","chr1_155921375_155923687_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"168","chr1",155921375,155925843,"chr1_155891166_155895634_+",0,"+","chr1_155921375_155925843_+","chr1_155921375_155925843_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"169","chr1",160214756,160215376,"chr1_160184546_160185166_-",0,"-","chr1_160214756_160215376_-","chr1_160214756_160215376_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"170","chr1",160214992,160215273,"chr1_160184782_160185063_-",0,"-","chr1_160214992_160215273_-","chr1_160214992_160215273_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"171","chr1",160214994,160215273,"chr1_160184784_160185063_-",0,"-","chr1_160214994_160215273_-","chr1_160214994_160215273_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"172","chr1",160214994,160215331,"chr1_160184784_160185121_-",0,"-","chr1_160214994_160215331_-","chr1_160214994_160215331_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"173","chr1",160215023,160215353,"chr1_160184813_160185143_-",0,"-","chr1_160215023_160215353_-","chr1_160215023_160215353_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"174","chr1",162576777,162600903,"chr1_162546567_162570693_+",0,"+","chr1_162576777_162600903_+","chr1_162576777_162600903_","TRUE","TRUE","FALSE","FALSE","FALSE",2,"TRUE","FALSE","TRUE","FALSE",2,"ERROR: no Ensembl ID found for gene symbol/alias: "
"175","chr1",164807542,164821626,"chr1_164776779_164790863_-",0,"-","chr1_164807542_164821626_-","chr1_164807542_164821626_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"176","chr1",164808510,164808903,"chr1_164777747_164778140_-",0,"-","chr1_164808510_164808903_-","chr1_164808510_164808903_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"177","chr1",171523221,171532961,"chr1_171492360_171502100_-",0,"-","chr1_171523221_171532961_-","chr1_171523221_171532961_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"178","chr1",171523221,171587751,"chr1_171492360_171556890_-",0,"-","chr1_171523221_171587751_-","chr1_171523221_171587751_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"179","chr1",171524821,171532961,"chr1_171493960_171502100_-",0,"-","chr1_171524821_171532961_-","chr1_171524821_171532961_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"180","chr1",171532350,171532592,"chr1_171501489_171501731_-",0,"-","chr1_171532350_171532592_-","chr1_171532350_171532592_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
"181","chr1",172387133,172388809,"chr1_172356273_172357949_-",0,"-","chr1_172387133_172388809_-","chr1_172387133_172388809_","FALSE","FALSE","FALSE","FALSE","TRUE",1,"FALSE","FALSE","FALSE","FALSE",0,"ERROR: no Ensembl ID found for gene symbol/alias: "
