,SY5Y_exp1_D0,SY5Y_exp1_D2,SY5Y_exp1_D4,SY5Y_exp2_D0,SY5Y_exp2_D4,SY5Y_exp2_D8
chr18_51797730_51810383_+,0,0,0,0.033979442,0,0.040575567
chr2_39278285_39294894_-,0,0,0,0,0,0.040575567
chr2_73659326_73718625_+,0,0.048920448,0,0,0,0.040575567
chr2_73659326_73747143_+,0,0,0,0,0,0.040575567
chr2_73675090_73682422_+,0.040678193,0,0.047093461,0.050969163,0.080362309,0.040575567
chr2_196544756_196548630_+,0,0.048920448,0.047093461,0,0,0.040575567
chr2_214174783_214239843_+,0.040678193,0.195681792,0.117733653,0.033979442,0.100452886,0.040575567
chr2_215617171_215657169_-,0,0,0,0,0,0.040575567
chr2_227729320_227732034_+,0,0,0,0,0.040181154,0.040575567
chr22_24698163_24743144_+,0.040678193,0,0.070640192,0,0,0.040575567
chr22_24698163_24765288_+,0.040678193,0.048920448,0,0.067958884,0.060271731,0.040575567
chr22_26068263_26086250_+,0,0,0,0,0,0.040575567
chr3_50004903_50012825_+,0,0.048920448,0,0,0,0.040575567
chr3_71739161_71748859_-,0,0.048920448,0,0,0,0.040575567
chr3_119219542_119236162_+,0.18305187,0.12230112,0.141280383,0,0.060271731,0.040575567
chr3_183432932_183446639_+,0.040678193,0.048920448,0.047093461,0,0,0.040575567
chr4_106155054_106158508_+,0.223730063,0.391363584,0.188373844,0.15290749,0.100452886,0.040575567
chr5_38523521_38530768_-,0,0,0.047093461,0,0,0.040575567
chr5_64747302_64769779_-,0,0.097840896,0.070640192,0,0.080362309,0.040575567
chr5_82832826_82850857_+,0,0,0.047093461,0,0,0.040575567
chr5_90083888_90087163_+,0,0,0,0,0,0.040575567
chr5_95072593_95119667_+,0,0,0,0,0,0.040575567
chr5_128861977_128864370_+,0,0,0,0,0,0.040575567
chr5_176636637_176639196_+,0.040678193,0,0.094186922,0,0,0.040575567
chr6_89554076_89563483_-,0,0.073380672,0.047093461,0,0,0.040575567
chr6_110036281_110064975_+,0.040678193,0,0,0,0,0.040575567
chr6_151669846_151674887_+,0,0.073380672,0,0,0,0.040575567
chr6_170162525_170169809_+,0,0,0,0,0,0.040575567
chr7_16298015_16317851_-,0,0.097840896,0,0,0,0.040575567
chr7_138579088_138604184_-,0,0,0,0,0,0.040575567
chr8_61653818_61655656_+,0.203390967,0.171221568,0.047093461,0.033979442,0.040181154,0.040575567
chr8_77616278_77620283_+,0,0,0,0,0,0.040575567
chr9_79952171_79986065_+,0,0.048920448,0.047093461,0,0,0.040575567
chr9_88284400_88327481_-,0.081356387,0.073380672,0.070640192,0.067958884,0.040181154,0.040575567
chr10_111884014_111885703_+,0,0,0,0,0,0.040575567
chr10_115636280_115644139_+,0,0,0,0,0,0.040575567
chr10_117221451_117228839_+,0.284747353,0.342443136,0.259014036,0.084948606,0.080362309,0.040575567
chr10_117221451_117309046_+,0,0,0,0,0,0.040575567
chr10_120832543_120833089_-,0,0,0,0,0,0.040575567
chr10_128788723_128788838_+,0,0,0,0,0,0.040575567
chr10_21129668_21129778_-,0,0,0,0,0,0.040575567
chr10_60147950_60150620_+,0,0,0,0,0,0.040575567
chr10_70404455_70406762_+,0.101695483,0.12230112,0,0.067958884,0.060271731,0.040575567
chr11_62290555_62290776_-,0,0,0,0,0,0.040575567
chr11_65267870_65267984_+,0,0,0,0.050969163,0.080362309,0.040575567
chr11_65267870_65268013_+,0,0,0,0,0.060271731,0.040575567
chr12_111947353_111963120_-,0,0,0,0,0,0.040575567
chr12_130890717_130907106_-,0,0.048920448,0,0,0.040181154,0.040575567
chr12_39750634_39764063_-,0.040678193,0,0,0,0,0.040575567
chr12_79679567_79693331_+,0,0,0,0,0.040181154,0.040575567
chr12_94769662_94797038_-,0,0,0.047093461,0,0,0.040575567
chr13_108295560_108295674_+,0,0,0,0.050969163,0,0.040575567
chr14_102452945_102453100_+,0,0,0,0,0,0.040575567
chr14_103434907_103435053_-,0,0,0,0,0,0.040575567
chr14_103907901_103908429_+,0,0,0,0,0,0.040575567
chr14_106873893_106938644_+,0.040678193,0,0,0,0,0.040575567
chr14_50616726_50619891_-,0.040678193,0,0,0,0,0.040575567
chr14_53092550_53094279_+,0,0,0,0,0,0.040575567
chr14_67851259_67851405_+,0,0,0,0,0,0.040575567
chr14_89148234_89193022_-,0,0,0,0,0,0.040575567
chr15_30017341_30017499_+,0,0,0,0,0,0.040575567
chr15_48826277_48826402_-,0,0,0,0,0,0.040575567
chr15_64981433_64982197_-,0,0,0,0,0,0.040575567
chr16_11980634_11980764_-,0,0,0,0,0,0.040575567
chr16_27244322_27246620_-,0,0,0,0,0,0.040575567
chr16_48587450_48596355_-,0,0,0,0,0,0.040575567
chr17_46139794_46140152_+,0,0,0,0,0,0.040575567
chr17_59853762_59861785_-,0,0.048920448,0,0,0,0.040575567
chr17_65941720_65941821_+,0,0,0,0,0,0.040575567
chr17_70681459_70681585_-,0,0,0,0,0,0.040575567
chr17_8457273_8480149_-,0,0,0,0,0,0.040575567
chr19_11833769_11834157_-,0,0,0,0,0,0.040575567
chr19_24014399_24016323_+,0,0,0,0,0,0.040575567
chr19_5235396_5235517_-,0,0,0,0,0,0.040575567
chr19_57888496_57908542_+,0,0,0,0,0,0.040575567
chr1_153784207_153785928_-,0,0,0,0,0,0.040575567
chr1_169947226_170001116_-,0.081356387,0.073380672,0.117733653,0.050969163,0.080362309,0.040575567
chr1_203766315_203766501_-,0,0,0.047093461,0,0,0.040575567
chr1_208029084_208030992_+,0,0,0,0,0,0.040575567
chr1_210118143_210118277_+,0,0,0,0,0,0.040575567
chr1_230285305_230285407_+,0,0,0,0,0,0.040575567
chr1_40980187_40982858_+,0,0,0,0,0,0.040575567
chr1_61616500_61616608_+,0,0,0,0,0,0.040575567
chr1_8474225_8474346_-,0,0,0,0,0,0.040575567
chr20_36634654_36634764_+,0,0,0,0,0,0.040575567
chr20_40083266_40083376_-,0,0,0,0,0,0.040575567
chr20_62033319_62033436_+,0,0.073380672,0.047093461,0,0,0.040575567
chr21_15746285_15746408_-,0,0,0,0,0,0.040575567
chr21_47709818_47709957_+,0,0,0,0,0,0.040575567
chr22_36135057_36135187_+,0.06101729,0.097840896,0.141280383,0.118928048,0.100452886,0.040575567
chr22_46189425_46202902_+,0.040678193,0.097840896,0,0,0.040181154,0.040575567
chr2_113057426_113082774_+,0.101695483,0,0.047093461,0.050969163,0,0.040575567
chr2_121681196_121681420_-,0,0,0,0,0,0.040575567
chr2_142850293_142850403_-,0,0,0,0,0,0.040575567
chr2_43939364_43992865_+,0,0,0,0,0,0.040575567
chr2_50280409_50282182_-,0,0.048920448,0,0,0,0.040575567
chr2_72357195_72357333_-,0,0,0,0,0,0.040575567
chr3_123649949_123667979_-,0,0.048920448,0.070640192,0,0,0.040575567
chr3_159159030_159159256_+,0,0,0,0,0,0.040575567
chr3_15981017_15988362_+,0,0,0,0,0,0.040575567
chr3_170077487_170102553_+,0,0,0.047093461,0,0,0.040575567
chr3_170077487_170108252_+,0,0,0,0,0,0.040575567
chr3_196214270_196215554_-,0,0.048920448,0,0,0,0.040575567
chr3_31658421_31658528_+,0,0,0,0,0,0.040575567
chr3_44541377_44541544_+,0,0,0,0.033979442,0,0.040575567
chr3_47747899_47770584_-,0,0,0,0,0,0.040575567
chr3_47956307_47969840_-,0,0,0,0,0,0.040575567
chr3_52712516_52713742_-,0,0,0,0,0,0.040575567
chr4_111112280_111113085_-,0,0,0,0,0,0.040575567
chr4_113533680_113541346_-,0,0,0,0,0,0.040575567
chr4_113568355_113568705_+,0,0,0,0,0,0.040575567
chr4_119951371_119951473_+,0,0,0,0,0,0.040575567
chr4_175219117_175252913_+,0.06101729,0,0,0.033979442,0,0.040575567
chr4_48371866_48385801_+,0.12203458,0.073380672,0.047093461,0.101938327,0.040181154,0.040575567
chr5_76342172_76344812_+,0,0,0,0,0,0.040575567
chr5_93386436_93410474_-,0,0,0,0,0,0.040575567
chr6_127654318_127654433_+,0,0,0,0,0,0.040575567
chr6_158703295_158735300_+,0.30508645,0.146761344,0.259014036,0.067958884,0.080362309,0.040575567
chr6_17641261_17641412_-,0,0,0,0,0,0.040575567
chr6_27420762_27420869_+,0,0,0,0,0,0.040575567
chr6_64395070_64395195_+,0,0,0,0,0,0.040575567
chr6_76368978_76388643_+,0,0.048920448,0,0,0,0.040575567
chr6_82922424_82930430_-,0,0,0,0,0,0.040575567
chr6_82923944_82941559_-,0,0,0,0,0,0.040575567
chr6_84894905_84913814_-,0,0,0.047093461,0,0,0.040575567
chr7_101950004_101952188_+,0,0,0,0,0,0.040575567
chr7_104702611_104722244_+,0.040678193,0.073380672,0,0,0.040181154,0.040575567
chr7_24659671_24708279_+,0.203390967,0.12230112,0.070640192,0.050969163,0.100452886,0.040575567
chr7_26239269_26239408_-,0,0,0,0,0,0.040575567
chr7_28527793_28534617_+,0,0,0,0,0,0.040575567
chr7_61969421_61971117_-,0,0,0,0.033979442,0,0.040575567
chr7_8257935_8275570_-,0.040678193,0.073380672,0.047093461,0.033979442,0,0.040575567
chr7_91924203_91957214_+,0.264408257,0.12230112,0.117733653,0.084948606,0,0.040575567
chr7_94296195_94296303_+,0,0,0.047093461,0,0,0.040575567
chr8_104897526_104898451_+,0.101695483,0.073380672,0.047093461,0.050969163,0.100452886,0.040575567
chr8_109462052_109468159_+,0.081356387,0.146761344,0.047093461,0,0.040181154,0.040575567
chr8_120834854_120835045_+,0,0,0,0,0,0.040575567
chr8_125987848_125990332_+,0,0,0,0,0,0.040575567
chr8_41832222_41836295_-,0,0,0,0,0,0.040575567
chr8_48251907_48252012_-,0,0,0,0,0,0.040575567
chr8_52758221_52773806_-,0,0,0,0,0,0.040575567
chr8_92998352_93088365_-,0,0,0,0,0,0.040575567
chr9_19378450_19378798_+,0,0.12230112,0.047093461,0.135917769,0.100452886,0.040575567
chr9_20715321_20789607_+,0,0,0,0,0,0.040575567
chr9_23731020_23765097_-,0,0,0,0,0,0.040575567
chr9_5968019_5988545_-,0.06101729,0,0.047093461,0,0,0.040575567
chrX_134679348_134690225_+,0.081356387,0,0,0,0,0.040575567
chrX_73071958_73072064_+,0.040678193,0,0,0.050969163,0.100452886,0.040575567
chrX_73071958_73072154_+,0,0,0,0,0,0.040575567
chrX_73492091_73492202_+,0,0,0,0,0,0.040575567
chr1_1735858_1737977_-,0.040678193,0,0.047093461,0,0,0
chr1_1747195_1756938_-,0.06101729,0.048920448,0,0.050969163,0.040181154,0
chr1_8921237_8921390_+,0.040678193,0,0.070640192,0,0,0
chr1_15860732_15863309_+,0,0,0.047093461,0,0,0
chr1_21076216_21100103_-,0.06101729,0.048920448,0.070640192,0,0,0
chr1_21295967_21307720_-,0,0.097840896,0,0,0,0
chr1_22041882_22048257_-,0,0.048920448,0,0,0,0
chr1_25666965_25669564_+,0,0,0.070640192,0,0,0
chr1_26584088_26586293_+,0,0.048920448,0,0,0,0
chr1_26772807_26774151_+,0.12203458,0,0,0,0,0
chr1_29068915_29070498_+,0,0.048920448,0,0,0,0
chr1_29362338_29365938_+,0,0.048920448,0,0,0,0
chr1_31465237_31468067_-,0.081356387,0.097840896,0,0,0,0
chr1_31465237_31479949_-,0,0.048920448,0.070640192,0,0,0
chr1_31532051_31532424_-,0.081356387,0,0,0,0,0
chr1_33413823_33415375_-,0,0.073380672,0,0.033979442,0,0
chr1_35846860_35854683_+,0.12203458,0.097840896,0.047093461,0,0,0
chr1_36826822_36828257_-,0,0.048920448,0,0,0,0
chr1_40319642_40323089_-,0.101695483,0.146761344,0,0,0.040181154,0
chr1_46032241_46032692_+,0,0.073380672,0,0,0,0
chr1_47745913_47748131_-,0,0.073380672,0.047093461,0,0,0
chr1_58971732_59002413_-,0,0.073380672,0,0,0,0
chr1_59787208_59812070_+,0.06101729,0.048920448,0,0,0,0
chr1_70758071_70781249_-,0.081356387,0.097840896,0.047093461,0.033979442,0,0
chr1_92798948_92846430_+,0,0.048920448,0,0.033979442,0.040181154,0
chr1_95364927_95365046_-,0,0.073380672,0,0,0,0
chr1_95609447_95616975_+,0,0.146761344,0.094186922,0,0,0
chr1_111690264_111703918_+,0.040678193,0,0,0,0,0
chr1_117944808_117948267_+,0.203390967,0.171221568,0.117733653,0,0,0
chr1_117944808_118009049_+,0,0,0.094186922,0,0.040181154,0
chr1_150997087_150999803_+,0,0,0,0.033979442,0,0
chr1_151139410_151139890_+,0.040678193,0.048920448,0.070640192,0,0,0
chr1_151611364_151611595_+,0,0.048920448,0,0,0,0
chr1_151611364_151641111_+,0.06101729,0,0,0,0,0
chr1_153637696_153641033_-,0.040678193,0.048920448,0.094186922,0,0,0
chr1_155408118_155408859_-,0.162712773,0.317982912,0.117733653,0,0.080362309,0
chr1_155823067_155823597_-,0.24406916,0.171221568,0.094186922,0.050969163,0.060271731,0
chr1_156286957_156287338_-,0,0.097840896,0,0,0,0
chr1_161071838_161072165_-,0,0.048920448,0,0,0,0
chr1_167921038_167944253_+,0,0,0.047093461,0,0,0
chr1_172520652_172526934_+,0.06101729,0.097840896,0.117733653,0,0.040181154,0
chr1_180366651_180399397_-,0.040678193,0,0,0,0.040181154,0
chr1_204437998_204439014_-,0,0,0.047093461,0,0,0
chr1_212218002_212220759_+,0.162712773,0.24460224,0.211920575,0.033979442,0,0
chr1_213037067_213058738_+,0,0,0,0.033979442,0,0
chr1_224553581_224559125_+,0,0.097840896,0,0,0,0
chr1_231090079_231097049_-,0.18305187,0.12230112,0,0.050969163,0.060271731,0
chr1_233334685_233372726_-,0.040678193,0.097840896,0.047093461,0.050969163,0,0
chr10_1118056_1142186_+,0.040678193,0.12230112,0,0,0,0
chr10_1130343_1142186_+,0.06101729,0,0,0,0,0
chr10_7318854_7327916_-,0.48813832,0.36690336,0.211920575,0.15290749,0.120543463,0
chr10_12039671_12056183_-,0.06101729,0.073380672,0,0,0,0
chr10_15858834_15889942_-,0.06101729,0.048920448,0.047093461,0.084948606,0.060271731,0
chr10_27453993_27454468_+,0,0.048920448,0,0.033979442,0,0
chr10_31661947_31676195_+,0,0.073380672,0,0,0,0
chr10_31661947_31750166_+,0.040678193,0.073380672,0,0,0,0
chr10_32197100_32199491_-,0.203390967,0.269062464,0.094186922,0.050969163,0.120543463,0
chr10_35349802_35360267_-,0,0.048920448,0,0,0,0
chr10_94291505_94297307_-,0.101695483,0,0.070640192,0,0,0
chr10_103432672_103436193_-,0.081356387,0,0,0,0,0
chr10_103916776_103917971_+,0.101695483,0.073380672,0,0,0,0
chr10_105197772_105198565_+,0.18305187,0.171221568,0,0,0,0
chr10_126370176_126370948_-,0.162712773,0.097840896,0.047093461,0,0.060271731,0
chr10_126631026_126631876_+,0.223730063,0.146761344,0.117733653,0.050969163,0,0
chr11_14793483_14810788_+,0.12203458,0.12230112,0.117733653,0,0.060271731,0
chr11_18312989_18313566_-,0.040678193,0,0,0,0,0
chr11_61205097_61205585_+,0.06101729,0.220142016,0.070640192,0,0,0
chr11_70200407_70202360_+,0,0.073380672,0,0,0,0
chr11_73418465_73429763_-,0.081356387,0.195681792,0.047093461,0,0,0
chr11_77336008_77336863_-,0,0,0.070640192,0,0.040181154,0
chr11_77394755_77404656_-,0.101695483,0.048920448,0.117733653,0,0,0
chr11_85722073_85742653_-,0.06101729,0,0,0,0.040181154,0
chr11_92085262_92088570_+,0.203390967,0.073380672,0,0,0,0
chr11_93523740_93527201_+,0.081356387,0,0,0,0,0
chr11_116734384_116744352_-,0,0.146761344,0,0,0,0
chr11_128993341_128994789_-,0.040678193,0,0,0,0,0
chr11_129979324_129980556_+,0.040678193,0.048920448,0,0,0,0
chr12_1136914_1137738_+,0.142373677,0.146761344,0,0,0,0
chr12_2929252_2930958_+,0,0,0,0.033979442,0,0
chr12_12397196_12397589_-,0,0.146761344,0,0,0.100452886,0
chr12_28378728_28412375_+,0.12203458,0.12230112,0.070640192,0,0,0
chr12_28408514_28412375_+,0,0.073380672,0,0,0,0
chr12_46622936_46637097_-,0.18305187,0.097840896,0.094186922,0.033979442,0.040181154,0
chr12_46633462_46637097_-,0.040678193,0.073380672,0.094186922,0,0,0
chr12_49053688_49054402_-,0,0,0,0,0.040181154,0
chr12_64878083_64879797_+,0,0,0,0,0.060271731,0
chr12_69983265_69985939_+,0.203390967,0.171221568,0.070640192,0.033979442,0,0
chr12_90035935_90049884_-,0.040678193,0,0,0,0,0
chr12_116534474_116549317_-,0.040678193,0.073380672,0,0,0,0
chr12_116668238_116675510_-,0.142373677,0,0,0,0,0
chr12_118583264_118583380_-,0,0.12230112,0.141280383,0,0.040181154,0
chr12_118619176_118619412_-,0,0.048920448,0,0,0,0
chr12_120592774_120593523_-,0.203390967,0.12230112,0.047093461,0.050969163,0,0
chr12_122468606_122481959_+,0,0.048920448,0,0,0,0
chr12_124071294_124074996_+,0.06101729,0.073380672,0.094186922,0,0,0
chr12_129299320_129299615_-,0,0.073380672,0,0,0,0
chr13_21742127_21742538_-,0.101695483,0.195681792,0.047093461,0,0,0
chr13_37614542_37625720_-,0.06101729,0,0,0,0,0
chr13_42439872_42442613_-,0,0.048920448,0.047093461,0,0,0
chr13_49712883_49720071_+,0.06101729,0,0.047093461,0,0,0
chr13_50280234_50280508_-,0,0,0,0.033979442,0,0
chr13_51501543_51523641_+,0.040678193,0.048920448,0,0.033979442,0,0
chr13_76134889_76143643_+,0.040678193,0.048920448,0,0,0,0
chr13_77700453_77703365_-,0,0.048920448,0,0,0,0
chr13_78293667_78327493_+,0.06101729,0.097840896,0.047093461,0.050969163,0,0
chr13_100909849_100925600_+,0.081356387,0.146761344,0,0,0.060271731,0
chr13_113170754_113181798_-,0.142373677,0.097840896,0,0.050969163,0,0
chr13_113960800_113964177_+,0,0.048920448,0,0,0,0
chr14_20811283_20811431_-,1.2203458,1.638835008,0,0,0,0
chr14_20811283_20811436_-,0.101695483,0.073380672,0,0,0,0
chr14_20811288_20811436_-,0,0.195681792,0,0,0,0
chr14_20811405_20811554_-,0,0.073380672,0.094186922,0,0,0
chr14_20811437_20811559_-,0.06101729,0,0,0,0,0
chr14_21825356_21829372_-,0,0,0.094186922,0,0,0
chr14_21971316_21972024_-,0.284747353,0.317982912,0.117733653,0.033979442,0.060271731,0
chr14_23378692_23380612_-,0.06101729,0.073380672,0.094186922,0.067958884,0,0
chr14_39746138_39748741_+,0,0.048920448,0,0,0,0
chr14_68228083_68229536_-,0.040678193,0,0,0,0,0
chr14_70633356_70635201_-,0.12203458,0,0.047093461,0.033979442,0.040181154,0
chr14_89628045_89629313_-,0,0.048920448,0,0,0,0
chr14_93760204_93762503_-,0.142373677,0,0,0.050969163,0,0
chr14_95606996_95608085_-,0,0.073380672,0,0,0,0
chr14_97299804_97327072_+,0.386442837,0.36690336,0.259014036,0.050969163,0.040181154,0
chr14_103470265_103478525_-,0.06101729,0,0,0.033979442,0,0
chr15_25650608_25657118_-,0.081356387,0,0.164827114,0.050969163,0.040181154,0
chr15_41988273_42005694_+,0.06101729,0,0,0,0,0
chr15_62299507_62306191_-,0.12203458,0,0.141280383,0.067958884,0.100452886,0
chr15_63824846_63829355_+,0.081356387,0,0,0,0,0
chr15_65790202_65793117_-,0.040678193,0,0,0,0,0
chr15_67524152_67529158_-,0.12203458,0.12230112,0,0,0,0
chr15_72810408_72848248_+,0,0,0.047093461,0,0,0
chr15_74963796_74967483_-,0.081356387,0.073380672,0,0,0,0
chr15_76566753_76588078_-,0.142373677,0,0.094186922,0,0,0
chr15_76580187_76585041_-,0,0.048920448,0,0.033979442,0,0
chr15_80390758_80415142_+,0.040678193,0.146761344,0.070640192,0,0,0
chr15_80412670_80415142_+,0,0.073380672,0,0,0,0
chr15_90982564_90986710_+,0.040678193,0,0,0,0,0
chr15_93540187_93541851_+,0,0.097840896,0.047093461,0.033979442,0.040181154,0
chr16_8952207_8953192_-,0.040678193,0.048920448,0,0,0,0
chr16_11114050_11154879_+,0.06101729,0.097840896,0,0,0,0
chr16_16218646_16219768_+,0.040678193,0,0,0,0,0
chr16_47497810_47549512_+,0.040678193,0,0,0,0,0
chr16_47531310_47549512_+,0.081356387,0.171221568,0,0.067958884,0.040181154,0
chr16_58593708_58594266_-,0.040678193,0,0.047093461,0,0,0
chr16_66764015_66766408_-,0,0.048920448,0,0.033979442,0,0
chr16_68155890_68160513_+,0.589833804,0.6115056,0.211920575,0.186886932,0,0
chr16_71712658_71715808_-,0.040678193,0,0,0,0,0
chr16_85667520_85667738_+,0.040678193,0,0,0,0,0
chr16_87782279_87795646_-,0.081356387,0.048920448,0,0,0,0
chr16_89484692_89497734_-,0.06101729,0,0,0,0,0
chr17_1746097_1756483_+,0,0,0,0,0.040181154,0
chr17_5364259_5365866_-,0,0,0.047093461,0.033979442,0,0
chr17_7402358_7402810_+,0.06101729,0,0.047093461,0,0,0
chr17_28011581_28030080_-,0.162712773,0.195681792,0.047093461,0.033979442,0,0
chr17_35640168_35646430_-,0.06101729,0,0,0,0,0
chr17_40879653_40880970_-,0.06101729,0,0,0,0,0
chr17_45403592_45422464_+,0,0,0.047093461,0,0,0
chr17_45741525_45745776_+,0.040678193,0,0,0,0,0
chr17_47388674_47390207_-,0,0.073380672,0,0,0,0
chr17_49057107_49064598_-,0,0.048920448,0,0,0,0
chr17_54926057_54933986_+,0,0,0.047093461,0,0,0
chr17_59821793_59857762_-,0.040678193,0.048920448,0,0,0,0
chr17_75484867_75486869_+,0,0.073380672,0,0,0,0
chr17_79571574_79575848_-,0,0.048920448,0,0.033979442,0,0
chr17_80521230_80526077_+,0.24406916,0.391363584,0.188373844,0.118928048,0.040181154,0
chr17_80521230_80529746_+,0.040678193,0.048920448,0,0,0,0
chr17_80721841_80739597_+,0.12203458,0.073380672,0.141280383,0,0,0
chr18_12999420_13019205_+,0.142373677,0.097840896,0.047093461,0.050969163,0,0
chr18_19345733_19359646_+,0.162712773,0.195681792,0.211920575,0,0,0
chr18_19345733_19399607_+,0,0.048920448,0,0,0,0
chr18_20569184_20581692_+,0,0,0.047093461,0,0,0
chr18_21644104_21649235_+,0.081356387,0,0.117733653,0,0,0
chr18_29432409_29432626_-,0,0.048920448,0,0,0,0
chr18_45391430_45423180_-,0.24406916,0.171221568,0,0.084948606,0.080362309,0
chr18_46889531_46906128_-,0.040678193,0.073380672,0.047093461,0,0,0
