,SRR5817025_2242-1_Hepa_Day_96,SRR5817026_2242-1_Hepa_Day_102,SRR5817027_2242-1_Hepa_Day_120,SRR5817028_2242-1_Hepa_Day_137,SRR5817029_2242-1_Hepa_Day_172,SRR5817030_2242-1_Hepa_Day_193,SRR5817031_2242-1_Hepa_Day_224,SRR5817032_2242-1_Hepa_Day_295,SRR5817033_2242-1_Hepa_Day_377,SRR5817034_2242-1_Hepa_Day_450,SRR5817035_2242-1_Hepa_Day_495,SRR5817036_8858-1_Hepa_Day_180,SRR5817037_8858-3_Hepa_Day_100,SRR5817038_8858-3_Hepa_Day_130,SRR5817039_8858-1_Thy1_Day_82,SRR5817040_8858-1_Thy1_Day_93,SRR5817041_8858-1_Thy1_Day_100,SRR5817042_8858-1_Thy1_Day_450,SRR5817043_2242-1_Thy1_Day_100,SRR5817044_2242-1_Thy1_Day_160,SRR5817045_2242-1_Thy1_Day_160b,SRR5817046_2242-1_Thy1_Day_250
chr1_192989437_192998787_+,0,0,0,0.109782354,0,0,0,0.045065565,0,0,0,0,0,0,0,0,0,0,0,0,0.122861168,0
chr1_193110980_193121574_-,0.02129262,0,0,0.054891177,0,0,0,0,0,0,0,0.557363724,0,0,0,0,0,0.060298078,0,0,0,0
chr1_19519927_19523759_-,0,0,0,0,0,0,0,0,0,0,0.027894449,0,0,0,0,0,0,0,0.14160737,0,0,0
chr1_196342270_196448368_+,0,0,0.035479096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188809827,0,0,0
chr1_197141290_197161029_-,0.02129262,0,0,0,0.022222874,0,0.089902879,0.022532783,0,0,0,0,0,0,0,0,0,0,0,0,0.092145876,0
chr1_200729967_200784772_+,0,0.02304275,0,0,0,0,0,0,0,0,0.055788897,0.042874133,0,0,0,0,0,0.030149039,0.094404913,0,0.092145876,0
chr1_200816768_200819362_+,0.02129262,0,0.124176836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153576459,0
chr1_201821232_201828122_+,0,0,0,0,0,0,0,0,0.058733141,0,0,0,0,0,0,0,0,0,0.094404913,0,0,0
chr1_203676137_203677232_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061430584,0.10264722
chr1_203680005_203691817_-,0,0,0.035479096,0,0,0,0,0.022532783,0,0,0,0,0,0.227514617,0,0,0,0,0,0,0,0
chr1_203786054_203809502_+,0.02129262,0,0.106437288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr1_205567583_205593019_+,0,0.092171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061430584,0
chr1_205585606_205589966_+,0,0,0.124176836,0.054891177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr1_205585606_205593019_-,0.127755717,0.1382565,0.532186441,0,0,0.131492501,0,0.135196695,0.088099711,0,0.027894449,0.128622398,0,0,0,0.112044507,0,0.060298078,0.377619654,0.502931504,0.337868211,0.10264722
chr1_205585606_205597002_-,0,0,0.053218644,0,0,0.0262985,0,0,0,0,0,0,0,0,0,0,0,0.060298078,0,0,0,0
chr1_205588085_205589966_+,0.042585239,0,0,0,0,0,0.119870505,0,0,0,0,0,0,0,0,0.08403338,0,0,0,0,0.092145876,0
chr1_207930359_207940540_-,0,0,0.017739548,0,0,0.0262985,0,0,0.02936657,0,0,0,0,0,0,0,0,0,0,0,0.061430584,0.205294441
chr1_210186978_210194599_+,0,0.02304275,0,0,0,0,0,0,0.02936657,0,0.055788897,0,0,0,0,0,0,0.090447117,0.047202457,0.167643835,0.092145876,0
chr1_21071237_21103243_-,0.02129262,0,0.017739548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030149039,0.047202457,0,0.061430584,0
chr1_21076216_21100103_+,0.063877859,0.02304275,0.035479096,0,0,0,0.029967626,0,0,0,0,0,0.148753055,0,0,0,0,0,0.094404913,0.167643835,0.061430584,0
chr1_21083659_21100103_-,0.191633576,0.06912825,0.26609322,0,0,0,0,0,0.02936657,0,0,0.385867194,0,0,0,0,0,0.150745195,0.236012284,0.167643835,0.368583503,0
chr1_21083659_21103243_-,0,0,0.070958192,0,0,0,0,0.022532783,0,0,0,0,0.446259166,0,0,0,0,0.060298078,0.094404913,0,0.030715292,0
chr1_21083659_21106404_-,0,0,0.053218644,0,0,0,0,0.067598348,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr1_21091870_21100103_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090447117,0.188809827,0,0.153576459,0
chr1_21091870_21103243_-,0,0,0,0,0,0,0,0,0,0,0,0,0.29750611,0,0,0,0,0,0,0,0.030715292,0
chr1_21097423_21100103_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053999421,0,0,0.060298078,0,0,0.061430584,0
chr1_211032752_211034536_-,0,0.02304275,0,0,0,0,0,0,0,0,0,0,0.29750611,0,0,0,0,0,0.094404913,0,0,0
chr1_21151593_21191755_-,0,0,0,0,0,0,0,0,0,0,0.055788897,0,0.148753055,0,0,0,0,0,0,0,0,0.10264722
chr1_21167349_21177971_-,0.02129262,0.0460855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr1_21167349_21191755_+,0.042585239,0,0.017739548,0,0,0,0,0.022532783,0,0,0.055788897,0,0,0,0,0.08403338,0,0,0.047202457,0,0.061430584,0
chr1_21205816_21268823_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140055634,0,0,0.047202457,0.167643835,0,0
chr1_21220010_21268823_+,0.106463098,0.276513,0.159655932,0.027445589,0,0.052597001,0.149838131,0.067598348,0.088099711,0.094441307,0.027894449,0.042874133,0.29750611,0,0.485994791,0.196077888,0,0.180894234,0.660834394,0.167643835,0.122861168,0
chr1_21220010_21377487_+,0.042585239,0,0,0,0,0,0.149838131,0,0.117466282,0,0,0,0,0,0,0,0,0,0.047202457,0,0,0
chr1_21231376_21268823_+,0.063877859,0.16129925,0.017739548,0.164673531,0,0.184089502,0.389579142,0,0.02936657,0,0.055788897,0.042874133,0,0,0,0.140055634,0,0.090447117,0.613631937,0.335287669,0.307152919,0.10264722
chr1_21267752_21268823_-,0.02129262,0,0,0,0,0,0,0,0,0,0,0,0.29750611,0,0,0,0,0,0,0,0.092145876,0
chr1_21267984_21268823_-,0,0,0.035479096,0,0,0,0,0.022532783,0,0,0,0,0,0,0,0,0,0,0.094404913,0.335287669,0.215007043,0
chr1_21267984_21276604_-,0,0,0.017739548,0,0,0.131492501,0,0,0,0,0.027894449,0,0,0,0,0,0,0,0,0,0.061430584,0
chr1_21267984_21307720_-,0,0,0.017739548,0,0,0,0,0,0,0,0,0.171496531,0,0,0,0,0,0,0.094404913,0,0,0
chr1_21276496_21377487_+,0,0.06912825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060298078,0,0,0,0
chr1_21295967_21307720_-,0.063877859,0,0.035479096,0,0,0,0,0,0,0,0,0,0.148753055,0,0,0,0,0,0.047202457,0,0,0
chr1_21295967_21329301_+,0.063877859,0.02304275,0.070958192,0.027445589,0,0.0262985,0,0,0,0.094441307,0.027894449,0,0,0,0,0.056022254,0,0,0.047202457,0,0.030715292,0
chr1_21295967_21377487_+,0.02129262,0,0.053218644,0,0,0,0,0,0,0,0.055788897,0,0,4.0952631,0,0,0,0,0,0,0.061430584,0
chr1_21295967_21415706_+,0,0.11521375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167643835,0,0
chr1_213037067_213046160_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167643835,0.092145876,0
chr1_213037067_213061936_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030149039,0,0.335287669,0,0
chr1_213037067_213062599_+,0,0,0,0,0,0.0262985,0,0,0,0,0,0,0,0,0,0,0,0,0.188809827,0,0,0.10264722
chr1_21324094_21329301_-,0,0.02304275,0.017739548,0,0.044445747,0.0262985,0.029967626,0,0,0,0,0.042874133,0,0,0,0,0,0,0,0,0,0
chr1_213403840_213416001_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094404913,0,0.030715292,0
chr1_214169812_214185058_+,0,0,0.017739548,0,0,0,0,0,0.058733141,0,0,0,0,0,0,0,0,0,0,0,0,0
chr1_214819540_214820085_-,0.02129262,0,0,0.137227943,0,0,0,0.022532783,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr1_215342542_215345526_+,0,0,0,0,0,0.0262985,0,0,0,0,0,0,0,0,0.053999421,0,0,0,0,0,0.092145876,0
chr1_215342542_215368435_-,0,0,0.17739548,0,0,0.0262985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061430584,0
chr1_219366424_219392054_-,0,0,0.035479096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030715292,0
chr1_22007301_22050588_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028011127,0,0,0.094404913,0,0.030715292,0
chr1_22041882_22050588_+,0,0.11521375,0.035479096,0,0,0,0,0,0,0,0,0,0,0,0,0.028011127,0,0,0,0,0.030715292,0
chr1_22041882_22056325_-,0,0,0.035479096,0,0,0,0,0.022532783,0.02936657,0,0,0,0,0,0,0,0,0.030149039,0.047202457,0,0.184291751,0
chr1_22041882_22063118_-,0,0,0,0,0,0,0,0,0,0.188882615,0,0,0,0,0,0,0,0,0,0,0.061430584,0
chr1_22041882_22084276_-,0.042585239,0.02304275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094404913,0,0.061430584,0
chr1_22047529_22056325_-,0,0,0,0,0,0,0.059935253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718530543
chr1_220752696_220754460_-,0,0,0,0,0,0,0.059935253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030715292,0
chr1_220752696_220777479_+,0.02129262,0,0,0,0,0.078895501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030715292,0
chr1_220752696_220792097_-,0.02129262,0,0.08869774,0,0,0.052597001,0,0.022532783,0,0,0,0,0,0,0,0,0,0.030149039,0.236012284,0,0.122861168,0
chr1_220771673_220792097_+,0,0.02304275,0,0,0,0,0,0,0,0,0.027894449,0,0.595012221,0,0,0,0,0,0.330417197,0,0.061430584,0
chr1_222794501_222806591_-,0,0,0.017739548,0.137227943,0,0.052597001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr1_2234417_2236024_+,0,0,0.248353672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030149039,0,0,0,0
chr1_223985917_223986379_+,0.02129262,0,0.035479096,0,0,0,0,0,0,0,0.083683346,0,0,0,0,0,0,0,0,0,0,0
chr1_223985917_223987749_+,0,0,0,0,0,0,0.179805758,0,0,0.094441307,0,0.042874133,0,0,0,0,0,0,0,0,0.030715292,0
chr1_22404922_22417994_-,0,0,0.035479096,0,0,0,0,0.022532783,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr1_224377279_224378021_+,0.042585239,0,0.035479096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030149039,0,0,0.122861168,0
chr1_224599129_224612356_-,0,0,0,0,0,0,0,0.022532783,0.088099711,0,0,0.085748265,0,0,0,0,0,0,0,0,0,0
chr1_225140372_225156576_+,0,0.0460855,0,0,0,0.0262985,0,0,0,0,0,0,0.446259166,0,0,0.028011127,0,0,0.047202457,0,0,0
chr1_225140372_225161855_-,0.02129262,0.06912825,0,0.19211912,0.066668621,0,0,0,0.02936657,0.094441307,0.027894449,0,0,0,0.107998842,0,0,0,0.236012284,0.167643835,0,0
chr1_225140372_225195246_+,0,0,0,0.054891177,0,0.0262985,0,0.022532783,0,0,0.111577795,0.171496531,0,0,0,0,0,0,0,0,0,0
chr1_225190485_225284941_-,0,0.0460855,0,0,0.022222874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr1_225372993_225454471_-,0,0,0,0.027445589,0,0,0,0,0.234932563,0,0,0,0,0,0,0,0,0,0,0,0,0
chr1_226453234_226454033_+,0.02129262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122861168,0.10264722
chr1_226453234_226455791_+,0,0,0.035479096,0,0,0.0262985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr1_226453234_226475498_-,0,0.0460855,0.035479096,0,0,0,0,0,0,0,0,0,0.148753055,0,0,0,0,0,0.047202457,0.670575339,0,0
chr1_227192695_227204751_-,0,0,0,0,0.111114368,0.0262985,0,0,0,0.094441307,0,0.042874133,0,0,0,0,0,0,0,0,0,0
chr1_227327277_227335260_+,0,0,0,0,0,0.052597001,0,0,0,0,0,0,0,0,0,0,0,0.030149039,0,0,0,0
chr1_229306988_229308892_-,0,0.02304275,0,0,0,0,0.149838131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr1_229422233_229439747_-,0,0,0.017739548,0,0,0,0,0.045065565,0.02936657,0,0.083683346,0,0,0,0,0,0,0,0,0,0.092145876,0
chr1_230798887_230810870_+,0,0,0.053218644,0,0,0.052597001,0,0,0,0,0.027894449,0,0,0,0,0,0,0,0,0,0,0
chr1_231500073_231509845_+,0,0.092171,0,0,0,0,0,0,0,0,0.055788897,0,0,0,0,0,0,0,0.094404913,0,0.092145876,0
chr1_231506308_231509845_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056022254,0,0,0,0,0.061430584,0
chr1_231930988_231954263_-,0,0.0460855,0.017739548,0,0,0,0,0.022532783,0,0,0.083683346,0,0,0,0,0,0,0,0,0,0,0
chr1_233296029_233344435_-,0,0,0,0.082336766,0,0,0.059935253,0.022532783,0,0,0.055788897,0,0,0,0,0,0,0,0,0,0,0
chr1_233296029_233363117_-,0,0,0.053218644,0,0,0,0,0,0,0,0,0,0,0,0,0.028011127,0,0,0,0,0,0
chr1_233296029_233372726_+,0,0,0.159655932,0,0,0,0,0,0.02936657,0,0,0,0,0,0,0,0,0,0,0,0,0
chr1_233313548_233344435_+,0.02129262,0.02304275,0.017739548,0,0,0,0,0,0.02936657,0,0.027894449,0,0.148753055,0,0,0,0,0,0.047202457,0.167643835,0.092145876,0
chr1_233313548_233372726_-,0,0,0.017739548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120596156,0,0,0,0
chr1_233334685_233388534_-,0.02129262,0.092171,0,0,0,0,0,0,0,0,0.027894449,0,0,0,0,0,0,0,0,0,0,0
chr1_233386485_233398909_+,0,0,0,0,0,0,0,0,0,0,0.027894449,0,0,0,0,0,0,0.060298078,0,0,0,0
chr1_23356962_23366927_-,0,0,0,0,0,0,0,0,0,0,0,0.042874133,0,0,0,0,0,0.030149039,0.188809827,0,0,0
chr1_23356962_23377013_-,0.063877859,0,0.372530509,0.137227943,0,0,0.089902879,0.09013113,0,0,0.027894449,0.085748265,0,0,0,0.08403338,0,0.090447117,0.188809827,0,0.184291751,0
chr1_23381562_23395644_-,0,0,0,0,0,0,0,0,0,0,0,0.128622398,0,0,0,0,0,0,0.047202457,0,0.030715292,0
chr1_234740430_234740753_-,0,0,0,0,0,0.078895501,0,0,0,0,0,0.042874133,0,0,0,0,0,0,0,0,0,0
chr1_235338499_235384977_+,0,0,0,0,0.288897357,0.157791002,0,0,0,0,0,0,0.148753055,0,0,0.056022254,0,0,0,0,0,0
chr1_235357328_235377341_-,0.02129262,0,0.17739548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr1_235377084_235384977_-,0,0,0.26609322,0.247010297,0.222228736,0,0,0.045065565,0,0,0.027894449,0,0,0,0,0,0,0,0,0,0.153576459,0
chr1_235377084_235388090_-,0,0.02304275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056022254,0,0,0,0.167643835,0,0
chr1_235377084_235397807_+,0,0,0.017739548,0,0.044445747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061430584,0
chr1_235377084_235403766_-,0.02129262,0.184342,0,0.027445589,0.044445747,0,0.149838131,0,0,0,0,0,0,0,0,0,0,0.030149039,0.047202457,0.167643835,0.030715292,0
chr1_235600637_235606226_+,0,0.0460855,0,0,0,0.0262985,0.029967626,0,0,0,0,0,0,0,0,0,0,0.030149039,0,0,0.153576459,0
chr1_235840391_235860572_-,0,0,0,0,0,0,0,0,0,0,0.027894449,0,0.743765276,0,0,0,0,0,0,0,0,0
chr1_235969043_235976361_-,0,0,0,0,0,0.0262985,0,0,0,0,0.083683346,0,0,0,0,0,0,0,0,0,0,0
chr1_236332006_236343328_+,0,0,0,0,0,0.052597001,0,0.022532783,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr1_236332006_236347206_-,0.02129262,0.06912825,0.106437288,0,0.044445747,0.078895501,0,0.202795043,0.117466282,0.188882615,0.139472243,0.128622398,0,0,0,0,0,0.060298078,0.188809827,0,0.215007043,0
chr1_236332006_236368550_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090447117,0.047202457,0,0,0
chr1_23688599_23688935_-,0,0.0460855,0,0,0,0.0262985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr1_236987419_237026854_+,0,0,0.035479096,0,0,0.052597001,0,0,0,0.094441307,0,0,0.148753055,0,0,0,0,0,0,0,0,0
chr1_24019109_24020403_-,0,0,0.053218644,0,0,0.0262985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr1_24020381_24022398_+,0,0,0,0.027445589,0,0,0,0,0,0,0,0,0,0,0,0.056022254,0,0,0,0,0,0
chr1_240341221_240374535_+,0.042585239,0,0,0,0,0,0,0.09013113,0.02936657,0.188882615,0.055788897,0,0.148753055,0,0,0,0,0,0,0,0,0
chr1_240351507_240374535_+,0.02129262,0.02304275,0.017739548,0,0,0.0262985,0,0.067598348,0,0.188882615,0.027894449,0,0.29750611,0,0.161998264,0,0,0.030149039,0.236012284,0,0.122861168,0.10264722
chr1_240351507_240458183_-,0,0,0,0,0,0,0,0,0,0.094441307,0,0,0.29750611,0,0.161998264,0,0,0,0.047202457,0,0,0.205294441
chr1_240370099_240374535_+,0,0.02304275,0.159655932,0,0,0.078895501,0.119870505,0.067598348,0.264299134,0.188882615,0.251050038,0,0.446259166,0,0.215997685,0,0,0,0.047202457,0,0,0.205294441
chr1_240370099_240421332_+,0.085170478,0.184342,0.106437288,0,0,0.131492501,0.089902879,0.135196695,0.205565993,0.37776523,0.390522281,0.685986122,0,0,0,0.056022254,0,0.090447117,0.236012284,0,0,0
chr1_240370099_240458183_+,0.085170478,0.06912825,0.212874576,0,0,0.157791002,0.179805758,0.563319564,0.381765415,0,0.334733384,0.042874133,0,0,0.053999421,0.140055634,0,0.150745195,0.14160737,0,0.061430584,0
chr1_240370099_240458208_+,0,0,0,0,0,0,0.059935253,0.022532783,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr1_240370099_240494049_+,0,0,0,0,0,0,0,0,0.088099711,0,0.027894449,0,0,0,0,0,0,0,0,0,0,0
chr1_240370099_240497529_+,0.042585239,0.1382565,0.017739548,0,0,0,0,0,0,0,0.083683346,0,0,0,0,0,0,0,0.236012284,0,0,0
chr1_243327586_243354796_-,0,0.02304275,0,0,0,0,0.029967626,0.045065565,0,0,0,0,0,0,0,0.028011127,0,0,0,0,0,0
chr1_243480057_243507633_+,0,0,0.035479096,0,0,0,0,0,0.02936657,0,0,0,0,0,0,0,0,0,0,0,0,0
chr1_243480057_243589860_-,0.02129262,0,0.212874576,0,0,0.105194001,0,0,0,0,0,0,0.148753055,0,0,0,0,0.060298078,0.047202457,0.335287669,0.061430584,0
chr1_243504341_243589860_-,0,0,0,0,0,0.052597001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061430584,0
chr1_243542023_243589860_-,0,0.02304275,0,0,0,0,0,0,0,0,0,0.085748265,0,0,0,0,0,0,0,0,0.061430584,0
chr1_243579004_243589860_-,0,0.02304275,0,0,0.088891494,0.105194001,0,0.067598348,0.058733141,0.094441307,0.027894449,0,0,0,0,0.028011127,0,0.030149039,0,0,0.184291751,0
chr1_243675626_244006584_+,0.02129262,0,0,0,0,0,0,0,0.02936657,0,0,0,0.148753055,0,0,0,0,0,0.094404913,0,0,0
chr1_243708812_243736350_-,0.02129262,0.02304275,0.017739548,0.027445589,0.022222874,0.0262985,0,0.022532783,0,0,0,0.342993061,0,0,0,0.028011127,0,0,0,0,0.122861168,0
chr1_243716031_244006584_+,0.02129262,0.06912825,0,0,0,0,0,0,0,0,0,0,0.595012221,0,0,0.028011127,0,0,0.236012284,0.167643835,0.061430584,0
chr1_243727022_243859018_+,0,0,0,0,0,0,0.059935253,0,0,0,0.055788897,0,0.148753055,0,0,0,0,0,0.236012284,0.838219173,0,0
chr1_243727022_244006584_+,0.042585239,0.06912825,0,0,0,0,0,0,0,0,0.055788897,0.128622398,0.148753055,0,0.053999421,0,0,0.030149039,0.188809827,0,0.092145876,0
chr1_243736228_243898418_+,0,0,0.035479096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092145876,0
chr1_243778398_243859018_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094404913,0,0.061430584,0
chr1_243800913_243859018_+,0,0,0,0,0.066668621,0,0,0,0,0.094441307,0,0,0,0,0,0,0,0.030149039,0,0.167643835,0.030715292,0
chr1_244715624_244724447_+,0,0,0,0,0,0,0,0,0,0,0.027894449,0.171496531,0,0,0,0,0,0,0,0,0,0
chr1_244723970_244736074_-,0,0,0,0.027445589,0,0,0,0,0,0,0.027894449,0,0,0,0,0,0,0.060298078,0,0,0,0
chr1_245020109_245022676_-,0.042585239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030149039,0,0,0,0
chr1_246703992_246714604_+,0,0.06912825,0,0,0,0,0,0.022532783,0,0,0.027894449,0,0.148753055,0,0,0,0,0.030149039,0,0,0,0
chr1_246704240_246714604_+,0,0,0,0,0.088891494,0.052597001,0,0,0,0,0.027894449,0,0,0,0,0,0,0,0,0,0,0
chr1_246704240_246720836_-,0.02129262,0,0.106437288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr1_247013568_247013900_+,0,0.02304275,0,0,0.066668621,0,0,0,0.058733141,0,0,0,0,0,0,0,0,0,0,0,0,0
chr1_247016393_247051819_-,0,0,0,0.329347063,0,0,0,0,0,0,0.027894449,0,0,0,0,0,0,0,0,0.167643835,0.061430584,0
chr1_247027226_247031113_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188809827,0,0.030715292,0
chr1_247039339_247051819_+,0,0.0460855,0.124176836,0,0,0,0,0,0.02936657,0,0,0,0,0,0,0,0,0,0.28321474,0,0,0
chr1_247318868_247323115_-,0.02129262,0.06912825,0.053218644,0,0,0,0,0,0,0,0,0,0,0,0.053999421,0,0,0,0.094404913,0,0,0.10264722
chr1_247319708_247323115_-,0,0,0.17739548,0,0.111114368,0.0262985,0,0,0,0,0,0.128622398,0.148753055,0,0.053999421,0.056022254,0,0.030149039,0.188809827,0.335287669,0.061430584,0.307941661
chr1_27056142_27059283_-,2.214432436,2.603830747,3.95591921,0.301901474,0.088891494,1.709402519,0.809125909,1.915286517,0.939730253,1.322178304,0.976305702,2.315203163,2.231295828,9.5556139,0.215997685,0.420166902,0,0.934620211,1.463276158,0.335287669,1.290042259,2.05294441
chr1_27739066_27745589_-,0,0,0,0,0,0,0,0,0.058733141,0,0,0,0,0,0,0,0,0,0,0,0.030715292,0
chr1_28337458_28343750_-,0,0,0,0,0,0,0,0,0,0,0.027894449,0.085748265,0,0,0,0,0,0,0,0,0.061430584,0
chr1_28354300_28374937_+,0,0,0,0.109782354,0,0,0,0,0.02936657,0,0.027894449,0.042874133,0,0,0,0.028011127,0,0.030149039,0,0,0.153576459,0
chr1_28362055_28374937_+,0,0.02304275,0.248353672,0,0,0.052597001,0.059935253,0.112663913,0.02936657,0,0.027894449,0.128622398,0,0,0,0.028011127,0,0.090447117,0.047202457,0,0.092145876,0.10264722
chr1_28362055_28384605_+,0.042585239,0.02304275,0.070958192,0,0,0.105194001,0,0.022532783,0,0,0.055788897,0,0.29750611,0,0,0,0,0.090447117,0.472024567,0,0.122861168,0.10264722
chr1_28785596_28793279_+,0,0,0.017739548,0,0,0,0,0,0,0,0,0.128622398,0,0,0,0,0,0,0,0,0,0
chr1_28785596_28807116_+,0,0,0.035479096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060298078,0,0,0,0
chr1_28800066_28800663_-,0.02129262,0,0.035479096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14160737,0,0.030715292,0
chr1_28800066_28802803_+,0,0,0.017739548,0,0,0.0262985,0,0,0,0.188882615,0.027894449,0,0,0,0,0,0,0,0,0,0.215007043,0
chr1_28800066_28807116_-,0,0,0.017739548,0,0,0,0,0.067598348,0,0,0,0,0,0,0,0,0,0.060298078,0.236012284,0,0.122861168,0.10264722
chr1_28887145_28887910_+,0,0,0.053218644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167643835,0,0
chr1_29319842_29344954_-,0,0,0,0,0,0,0,0,0,0,0,0,0.148753055,0,0,0,0,0,0,0,0.030715292,0.205294441
chr1_29319842_29365938_-,0,0,0,0,0.111114368,0,0,0,0,0,0,0,0.148753055,0,0,0,0,0,0,0,0.030715292,0
chr1_29362338_29391670_-,0,0,0.017739548,0,0.022222874,0,0,0,0,0,0,0,0,0,0,0.028011127,0,0,0.047202457,0,0.061430584,0
chr1_31465237_31468067_-,0,0,0.053218644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030149039,0,0,0,0
chr1_31465237_31479949_-,0.042585239,0.02304275,0.053218644,0,0,0,0,0.022532783,0,0,0,0,0,0,0,0.028011127,0,0.060298078,0.094404913,0,0,0
chr1_32381492_32385259_-,0,0.06912825,0.070958192,0,0,0.0262985,0.059935253,0.022532783,0,0,0.027894449,0,0,0,0,0,0,0,0,0,0,0
chr1_32381496_32385259_+,0.255511435,0.668239749,0.26609322,0,0,0.262985003,0.47948202,0.18026226,0.146832852,0.188882615,0.251050038,0.471615459,0.892518331,0,0.053999421,0.08403338,0,0.030149039,0.708036851,0.670575339,0.030715292,0
chr1_32495899_32498935_-,0,0,0,0,0,0,0,0,0,0,0.027894449,0.085748265,0,0,0,0,0,0.030149039,0,0,0,0
chr1_32495899_32510991_+,0,0.02304275,0,0.027445589,0,0,0.029967626,0,0,0,0,0,0,0,0,0.056022254,0,0,0.047202457,0.167643835,0,0
chr1_33413823_33415375_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030149039,0,0,0.061430584,0
chr1_35824526_35827390_-,0.063877859,0.184342,0.017739548,0.027445589,0.022222874,0.105194001,0.059935253,0,0,0,0.027894449,0.257244796,0.446259166,0,0,0.280111268,0,0.150745195,0.236012284,0.502931504,0.583590546,0
chr1_35824526_35836228_+,0,0,0.035479096,0,0,0.131492501,0,0,0.02936657,0,0,0,0,0,0,0,0,0.030149039,0.094404913,0,0.030715292,0
chr1_35846860_35854683_+,0.02129262,0,0,0,0,0.0262985,0,0,0,0,0,0.042874133,0,0,0,0,0,0.030149039,0,0,0.184291751,0
chr1_35846860_35855699_-,0,0,0.017739548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090447117,0,0,0.030715292,0
chr1_35857813_35865177_+,0.02129262,0.092171,0.070958192,0.082336766,0.111114368,0.0262985,0.23974101,0.09013113,0.088099711,0,0.083683346,0.300118929,0.148753055,0,0,0,0,0.150745195,0.519227024,0.167643835,0.921458756,0
chr1_35879573_35881315_+,0,0.0460855,0,0,0,0,0,0,0.02936657,0,0,0,0,0,0,0,0,0,0,0,0.122861168,0
